Report Name|Schedule Name|Line Item #|Line Item Name|Technical Line Item Name|MDRM|Description|Static or Dynamic|Mandatory or Optional|Format|# of reports or schedules used in|Other Schedule Reference
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|39|ARM Periodic Pay|ARM Periodic Pay|M180|Report the cap on monthly payments for adjustable rate s|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|40|ARM Periodic Pay|ARM Periodic Pay|M181|Report the floor on monthly payments for adjustable rate s|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|41|Option ARM Flag|Option ARM Flag|M182|Option ARM at Origination – Report whether the loan is a Y=Yes|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|42|Negative|Negative|M183|Negative Amortization Flag - Report all mortgages that, as part Y=Yes|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|43|Original Loan|Original Loan|M184|Original Loan Term – Report the term in months on the|Dynamic|Mandatory|Whole Number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|44|Original Interest|Original Interest|M185|Original Interest Rate – Report the annual percentage rate as|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|45|Principal and|Principal and|M186|Principal and Interest (P&I) Amount at Origination (in dollars)|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|46|Pre-Payment|Pre-Payment|M187|Pre-payment Penalty Flag –Report whether the loan carries a Y=Yes|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|47|Pre-Payment|Pre-Payment|M188|Pre-Payment Penalty Term (In Months)|Dynamic|Mandatory|Whole number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|48|Current Credit|Current Credit|M189|Report the current credit score of the borrower using a Provider as a Whole Bureau Score commercially available credit bureau score (for a definition of|Dynamic|Mandatory|whole number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|49|Interest Only in|Interest Only in|M190|Interest Only in Reporting Month – Report whether the N = Was not I/O in|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|50|Investor Type|Investor Type|M191|Report the owner of the mortgage. Investor Coding|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|51|Servicer|Servicer|M192|Advances|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|52|Option ARM in|Option ARM in|M193|Option ARM in Reporting Month – Report whether a mortgage N = Was not Option|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|53|Bankruptcy flag|Bankruptcy flag|M194|Bankruptcy flag – Report all loans where the servicer has been N = Not in|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|54|Bankruptcy|Bankruptcy|M195|Bankruptcy Chapter - For all the loans with a Bankruptcy Flag, 7 = Chapter 7|Dynamic|Mandatory|Character(2)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|55|Next Payment|Next Payment|M196|Next payment due date – Report the due date for the next|Dynamic|Mandatory|YYYYMMDD|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|56|Current Interest|Current Interest|M197|Current Interest Rate – Report the annual percentage rate of s|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|57|Remaining Term|Remaining Term|M198|Report the remaining term of the loan in months.|Dynamic|Mandatory|Whole Number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|58|Scheduled|Scheduled|M199|Principal Balance Amount|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|59|Principal and|Principal and|M200|Principal and Interest (P&I) Amount Current – Report the|Dynamic|Mandatory|Whole Number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|60|Unpaid Principal|Unpaid Principal|M201|Unpaid Principal Balance – Report the total principal amount Current unpaid|Dynamic|Mandatory||4|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.2 Portfolio Level Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.2 Portfolio Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|61|Foreclosure Sale|Foreclosure Sale|M202|Report the date that the foreclosure sale occurs on the subject|Dynamic|Mandatory|YYYYMMDD|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|62|Foreclosure|Foreclosure|M203|Foreclosure Referral Date – Report the date that the mortgage|Dynamic|Mandatory|YYYYMMDD|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|63|Foreclosure|Foreclosure|M204|Foreclosure Suspended – Report all loans where foreclosure N = Foreclosure|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|64|Paid-in-Full|Paid-in-Full|M205|Report the liquidation method for any loan that was liquidated 0 = Not paid-in-full|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|65|Foreclosure|Foreclosure|M206|Foreclosure Status – Report the current foreclosure status as Allowable Code|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|66|Repurchase Type|Repurchase Type|M207|Loan Repurchase Type – Report the loan repurchase type. Code values:|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|67|Repurchase|Repurchase|M208|Repurchase Request Date- Report the repurchase request|Dynamic|Mandatory|YYYYMMDD|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|68|Refreshed|Refreshed|M209|Refreshed property value – Report the most current property for|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|69|Refreshed|Refreshed|M210|The valuation method for any refreshed values. Report the Code Values:|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|70|Most Recent|Most Recent|M211|Report the date on which the most recent refreshed property|Dynamic|Mandatory|YYYYMMDD|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|71|Refreshed CLTV|Refreshed CLTV|M212|Refreshed CLTV After Modification – Report the calculated . e.g.: to 2 decimals|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|72|Refreshed DTI|Refreshed DTI|M213|Refreshed DTI Ratio (Back-end) – Report the refreshed Back|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|73|Refreshed DTI|Refreshed DTI|M214|Refreshed DTI Ratio (Front-end) – Report the refreshed Front|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|74|Modification|Modification|M215|Report the modification type. This line item should be Type populated for any loan that is currently operating under been modified|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|75|Last Modified|Last Modified|M216|Last Modified Date – Report the date on which the loan terms|Dynamic|Mandatory|YYYYMMDD|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|76|Active|Active|M217|Repayment Plan Flag|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|77|Workout Type|Workout Type|M218|Report the workout type completed. This line item should be Completed coded for any loan where a loss mitigation effort has been completed or|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|78|Repayment Plan|Repayment Plan|M219|Performance Status|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|79|Affordable Refinance” Program Flag (Retired March|Affordable Refinance” Program Flag (Retired March|2020|)|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|80|HAMP Loan|HAMP Loan|M221|Number 47 Line Line Item Name MDRM Detailed Description Allowed Values Format, Line|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|81|Capitalization|Capitalization|M222||Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|82|Delinquent|Delinquent|M223|Delinquent Amount Capitalized – Report the total amount in|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|83|Duration of|Duration of|M224|Modification|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|84|Step Modification|Step Modification|M225|Step Modification Flag – Report whether a rate modification Y=Yes|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|85|Loss Mitigation|Loss Mitigation|M226|Loss Mitigation Performance Status – Report whether a loan is 0 = No loss|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|86|Principal|Principal|M227|Deferred 49 Line Line Item Name MDRM Detailed Description Allowed Values Format, Line|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|87|Deferred Amount|Deferred Amount|M228|Deferred Amount: Report the total amount in dollars of the|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|88|Principal Write-|Principal Write-|M229|down|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|89|Principal Write-|Principal Write-|M230|Principal Write-Down Amount– Report the principal write|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|90|Property|Property|M231|Valuation Method at Modification (Retired March|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|91|Interest Type|Interest Type|M233|Report whether the interest type was converted from ARM to 0 = Not converted|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|92|Purchased Credit|Purchased Credit|M234|N = No|Dynamic|Mandatory|Character(1)|3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|93|Total|Total|M235|Report total debt at the time of any involuntary termination.|Dynamic|Mandatory|Whole Number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|94|Net Recovery|Net Recovery|M236|Report the sales price net of costs of sales (e.g., sales|Dynamic|Mandatory|Whole Number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|95|Credit Enhanced|Credit Enhanced|M237|Report the total amount of credit enhancement received that|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|96|Troubled Debt|Troubled Debt|M238|Troubled Debt Restructure Flag – Report whether a loan was Y=Yes|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|97|Reported as Bank|Reported as Bank|M239|Reported as Bank-Owned Flag – Report whether the serviced Y=Yes|Dynamic|Mandatory|Character(1)|1|
